untitled-document	8b-is/8b-public-documents	framework/ortyx-project/main.tex		book	495	9af65daa39ebc38ff23d986bc0badf40eea6a1274497c24f3c81920c5c06d3e8	https://github.com/8b-is/8b-public-documents/blob/78286d3febef167ab9df11e0aa329a1827f405f4/framework/ortyx-project/main.tex	documentclass present but no title found
fragment	8b-is/8b-public-documents	sparse-representations/monograph/frontmatter/titlepage.tex			29	bc461917d697e7e1fbf6ccf56e05c28f7d2222bb4a46c447f773ae7995c2faa7	https://github.com/8b-is/8b-public-documents/blob/78286d3febef167ab9df11e0aa329a1827f405f4/sparse-representations/monograph/frontmatter/titlepage.tex	no title and no documentclass
fragment	8b-is/8b-public-documents	sparse-representations/monograph/frontmatter/prefatory.tex			279	1b2a0d3b853248b26c2ddf4b35c7277c97a7401c3a962c8ce274d7ad71a32e70	https://github.com/8b-is/8b-public-documents/blob/78286d3febef167ab9df11e0aa329a1827f405f4/sparse-representations/monograph/frontmatter/prefatory.tex	no title and no documentclass
untitled-document	8b-is/8b-public-documents	sparse-representations/monograph/main.tex		book	292	2e9ba32412ccaf98f6b1fbc1e229f228a17cfd5e9bea43fc137c74dfcf96b4e9	https://github.com/8b-is/8b-public-documents/blob/78286d3febef167ab9df11e0aa329a1827f405f4/sparse-representations/monograph/main.tex	documentclass present but no title found
standalone	8b-is/8b-public-documents	semantic_state.tex	The Semantic State: MEMNET, Institutional Routing, and the Governance of Meaning	article	29173	a18e3fa3a83d48358ed1fdbc3e4d990a190d88c185480020a7241f60954c4cba	https://github.com/8b-is/8b-public-documents/blob/78286d3febef167ab9df11e0aa329a1827f405f4/semantic_state.tex	
fragment	8b-is/8b-public-documents	framework/ortyx-project/preamble/packages.tex			120	19101e4ea2b85e10d119166c5b8c5b2d874f436f4a0c5a7eae63e1990a293ef5	https://github.com/8b-is/8b-public-documents/blob/78286d3febef167ab9df11e0aa329a1827f405f4/framework/ortyx-project/preamble/packages.tex	no title and no documentclass
draft	8b-is/8b-public-documents	working/kes-cheatsheet.tex		article	1635	6c8f635933d2c14f22c55fe0bf7395df958fe2a3f0386ca3059769b0be99edf0	https://github.com/8b-is/8b-public-documents/blob/78286d3febef167ab9df11e0aa329a1827f405f4/working/kes-cheatsheet.tex	draft/placeholder language or path
draft	8b-is/8b-public-documents	working/gesture_review.tex	From Classifier to Inverse Engine: Gesture Recognition as Latent Embodied Semantic Reconstruction	article	17567	44dde57dab6840eb21b4f0eabb6e05bd9e6eb17031430581e53545af8e33bed5	https://github.com/8b-is/8b-public-documents/blob/78286d3febef167ab9df11e0aa329a1827f405f4/working/gesture_review.tex	draft/placeholder language or path
draft	8b-is/8b-public-documents	cinematic-reconstruction.tex	Cinematic Reconstruction [4pt] A Framework for Video Generation, Compression, and Diagnosis via Persistent World State	article	23261	0be05022f60fe950f920042d1bc7a53af033a5a30581795014dbbff910ef4f64	https://github.com/8b-is/8b-public-documents/blob/78286d3febef167ab9df11e0aa329a1827f405f4/cinematic-reconstruction.tex	draft/placeholder language or path
draft	8b-is/8b-public-documents	working/silicon_cartography.tex	Silicon Cartography Constraint-First Programming for Spatial Chips	article	11804	02eecafcf071b65beab053c5e128fe8d00cf2f564d6cf645ff8c21de9786d9c0	https://github.com/8b-is/8b-public-documents/blob/78286d3febef167ab9df11e0aa329a1827f405f4/working/silicon_cartography.tex	draft/placeholder language or path
